"Story","Title","Result","Date","Stability","Duration (s)"
"User","POST As admin I have be able to create new user","SUCCESS","2023-06-09T20:29:41.3524543+07:00[Asia/Jakarta]","0.0","0.74"
"User","PUT As admin I have be able to update existing user","SUCCESS","2023-06-09T20:29:42.0954161+07:00[Asia/Jakarta]","0.0","0.67"
